referencia_busca_cliente;referencia;numero;servicos.nao_faturavel;recorrencia;id_importacao_pessoa;servicos.quantidade;servicos.valor_unitario;data_primeiro_vencimento;dia_vencimento;servicos.data_inicio_servico;data_vigencia_inicial;data_vigencia_final;servicos.data_reajuste;data_proximo_reajuste;servicos.referencia;tipo_faturamento;codigo_plano_contas;servicos.codigos_vendedores;codigo_vendedor;servicos.comissoes;servicos.codigo_politica_comissao;codigo_banco_conta;codigo_forma_pagamento;indice_reajuste
1;5421;;;1;12340;2;182,50;03/05/2025;3;03/01/2025;03/01/2025;;;;118;1;133;18;18;33,33;1;2;5;0
1;5421;;;1;12340;1;0,01;03/05/2025;3;03/01/2025;03/01/2025;;;;123;1;133;18;18;0,00;1;2;5;0
1;5421;;;1;12340;2;105,00;03/05/2025;3;03/01/2025;03/01/2025;;;;18;1;133;18;18;33,33;1;2;5;0
1;5421;;;1;12340;2;0,01;03/05/2025;3;03/01/2025;03/01/2025;;;;4;1;133;18;18;0,00;1;2;5;0
1;5421;;;1;12340;2;0,01;03/05/2025;3;03/01/2025;03/01/2025;;;;18;1;133;18;18;0,00;1;2;5;0
1;5433;;;1;12362;8;53,13;03/05/2025;3;03/01/2025;03/01/2025;;;;4;1;133;18;18;45,00;1;2;5;0
1;5433;;;1;12362;8;40,00;03/05/2025;3;03/01/2025;03/01/2025;;;;95;1;133;18;18;45,00;1;2;5;0
1;5433;;;1;12362;6;0,01;03/05/2025;3;03/01/2025;03/01/2025;;;;95;1;133;18;18;45,00;1;2;5;0
1;5433;;;1;12362;1;200,00;03/05/2025;3;03/01/2025;03/01/2025;;;;118;1;133;18;18;45,00;1;2;5;0
1;5433;;;1;12362;1;35,00;03/05/2025;3;03/01/2025;03/01/2025;;;;123;1;133;18;18;45,00;1;2;5;0
1;5433;;;1;12362;4;77,50;03/05/2025;3;03/01/2025;03/01/2025;;;;18;1;133;18;18;45,00;1;2;5;0
1;5442;;;1;12369;3;132,33;03/05/2025;3;03/01/2025;03/01/2025;;;;4;1;133;10;10;0,00;1;2;5;0
1;5442;;;1;12369;2;84,00;03/05/2025;3;03/01/2025;03/01/2025;;;;18;1;133;10;10;0,00;1;2;5;0
1;5442;;;1;12369;1;25,00;03/05/2025;3;03/01/2025;03/01/2025;;;;31;1;133;10;10;0,00;1;2;5;0
1;5445;;;1;12372;3;126,67;03/05/2025;3;03/01/2025;03/01/2025;;;;4;1;133;18;18;45,00;1;2;5;0
1;5400;;;1;12317;6;45,00;03/05/2025;3;03/01/2025;03/01/2025;;;;95;1;133;10;10;0,00;1;2;5;0
1;3252;;;1;9806;1;120,00;03/05/2025;3;03/01/2025;03/01/2025;;;;120;1;133;20;20;0,00;1;2;5;0
1;4335;;;1;11304;1;200,00;03/05/2025;3;03/01/2025;03/01/2025;;;;118;1;133;18;18;45,00;1;2;5;0
1;5478;;;1;12414;3;70,00;03/05/2025;3;03/01/2025;03/01/2025;;;;119;1;133;4;4;45,00;1;2;5;0
1;331;541;;1;6922;3;50,00;03/05/2025;3;03/01/2025;03/01/2025;;;;95;1;133;32;32;0,00;1;2;5;0
1;5489;;;1;12425;1;240,00;02/05/2025;2;03/01/2025;03/01/2025;;;;4;1;133;30;30;28,00;1;2;5;0
1;5489;;;1;12425;6;33,33;02/05/2025;2;03/01/2025;03/01/2025;;;;95;1;133;30;30;28,00;1;2;5;0
1;5323;;;1;12242;6;29,94;04/05/2025;4;04/01/2025;04/01/2025;;;;95;1;133;16;16;45,00;1;2;5;0
1;5323;;;1;12242;2;0,01;04/05/2025;4;04/01/2025;04/01/2025;;;;95;1;133;16;16;45,00;1;2;5;0
1;5396;;;1;12311;2;175,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;51;51;45,00;1;2;5;0
1;5396;;;1;12311;1;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;51;51;0,00;1;2;5;0
1;5396;;;1;12311;2;50,00;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;51;51;45,00;1;2;5;0
1;5396;;;1;12311;3;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;51;51;45,00;1;2;5;0
1;5396;;;1;12311;1;50,00;05/05/2025;5;05/01/2025;05/01/2025;;;;117;1;133;51;51;45,00;1;2;5;0
1;5396;;;1;12311;4;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;117;1;133;51;51;0,00;1;2;5;0
1;5412;;;1;12329;1;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;7;7;45,00;1;2;5;0
1;5412;;;1;12329;1;300,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;7;7;45,00;1;2;5;0
1;5412;;;1;12329;1;60,00;05/05/2025;5;05/01/2025;05/01/2025;;;;123;1;133;7;7;45,00;1;2;5;0
1;5412;;;1;12329;1;150,00;05/05/2025;5;05/01/2025;05/01/2025;;;;116;1;133;7;7;33,33;1;2;5;0
1;5412;;;1;12329;1;50,00;05/05/2025;5;05/01/2025;05/01/2025;;;;117;1;133;7;7;45,00;1;2;5;0
1;5414;;;1;12334;4;112,50;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;51;51;45,00;1;2;5;0
1;5414;;;1;12334;3;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;51;51;0,00;1;2;5;0
1;5414;;;1;12334;9;33,33;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;51;51;45,00;1;2;5;0
1;5414;;;1;12334;3;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;51;51;0,00;1;2;5;0
1;5414;;;1;12334;9;33,33;05/05/2025;5;05/01/2025;05/01/2025;;;;117;1;133;51;51;45,00;1;2;5;0
1;5414;;;1;12334;3;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;117;1;133;51;51;0,00;1;2;5;0
1;5414;;;1;12334;1;150,00;05/05/2025;5;05/01/2025;05/01/2025;;;;18;1;133;51;51;33,33;1;2;5;0
1;5414;;;1;12334;1;200,00;05/05/2025;5;05/01/2025;05/01/2025;;;;31;1;133;51;51;0,00;1;2;5;0
1;5425;;;1;12353;1;120,00;05/05/2025;5;05/01/2025;05/01/2025;;;;119;1;133;22;22;45,00;1;2;5;0
1;5425;;;1;12353;1;100,00;05/05/2025;5;05/01/2025;05/01/2025;;;;116;1;133;22;22;0,00;1;2;5;0
1;5350;;;1;12268;1;160,00;05/05/2025;5;05/01/2025;05/01/2025;;;;18;1;133;22;22;33,33;1;2;5;0
1;5106;;;1;12017;3;50,00;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;22;22;45,00;1;2;5;0
1;5460;;;1;12386;1;200,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5462;;;1;12389;3;100,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5462;;;1;12389;10;35,00;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5462;;;1;12389;2;0,01;05/05/2025;5;05/01/2025;05/01/2025;;;;117;1;133;17;17;0,00;1;2;5;0
1;5467;;;1;12392;4;105,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5467;;;1;12392;3;33,33;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5468;;;1;12393;6;71,67;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5468;;;1;12393;5;38,00;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5469;;;1;12394;1;250,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5470;;;1;12395;3;100,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5470;;;1;12395;1;120,00;05/05/2025;5;05/01/2025;05/01/2025;;;;18;1;133;17;17;0,00;1;2;5;0
1;2871;;;1;9292;1;180,00;06/05/2025;6;05/01/2025;05/01/2025;;;;118;1;133;20;20;0,00;1;2;5;0
1;2871;;;1;9292;1;0,01;06/05/2025;6;05/01/2025;05/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;2871;;;1;9292;1;0,01;06/05/2025;6;05/01/2025;05/01/2025;;;;18;1;133;20;20;0,00;1;2;5;0
1;3920;;;1;10784;1;160,00;05/05/2025;5;05/01/2025;05/01/2025;;;;18;1;133;22;22;33,33;1;2;5;0
1;5480;;true;1;12415;1;200,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5480;;true;1;12415;12;16,67;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5482;;;1;12416;1;200,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5482;;;1;12416;8;22,50;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5485;;;1;12421;2;200,00;05/05/2025;5;05/01/2025;05/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5485;;;1;12421;20;20,00;05/05/2025;5;05/01/2025;05/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5423;;;1;12351;1;100,00;08/05/2025;8;08/01/2025;08/01/2025;;;;4;1;133;8;8;45,00;1;2;5;0
1;5300;;;1;12210;1;300,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;90;90;0,00;1;2;5;0
1;5427;;;1;12357;1;300,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5427;;;1;12357;1;160,00;10/05/2025;10;10/01/2025;10/01/2025;;;;18;1;133;20;20;0,00;1;2;5;0
1;5427;;;1;12357;1;70,00;10/05/2025;10;10/01/2025;10/01/2025;;;;31;1;133;20;20;0,00;1;2;5;0
1;4296;;;1;11259;1;50,00;10/05/2025;10;10/01/2025;10/01/2025;;;;117;1;133;22;22;45,00;1;2;5;0
1;5429;;;1;12359;2;115,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5429;;;1;12359;4;50,00;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;20;20;0,00;1;2;5;0
1;5429;;;1;12359;1;75,00;10/05/2025;10;10/01/2025;10/01/2025;;;;31;1;133;20;20;0,00;1;2;5;0
1;5440;;;1;12368;2;175,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;30;30;28,00;1;2;5;0
1;5440;;;1;12368;2;50,00;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;30;30;28,00;1;2;5;0
1;5440;;;1;12368;2;0,01;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;30;30;28,00;1;2;5;0
1;5446;;;1;12373;1;252,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5457;;;1;12383;1;270,00;15/05/2025;15;10/01/2025;10/01/2025;;;;4;1;133;22;22;45,00;1;2;5;0
1;5457;;;1;12383;1;160,00;15/05/2025;15;10/01/2025;10/01/2025;;;;18;1;133;22;22;33,33;1;2;5;0
1;5459;;;1;12385;1;180,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;75;75;45,00;1;2;5;0
1;5386;;;1;10966;3;50,00;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;60;60;0,00;1;2;5;0
1;3189;;;1;9722;6;50,00;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;3189;;;1;9722;3;0,01;10/05/2025;10;10/01/2025;10/01/2025;;;;117;1;133;17;17;45,00;1;2;5;0
1;5481;;;1;12419;2;175,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5481;;;1;12419;5;25,00;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;20;20;0,00;1;2;5;0
1;5481;;;1;12419;5;0,01;10/05/2025;10;10/01/2025;10/01/2025;;;;117;1;133;20;20;0,00;1;2;5;0
1;5481;;;1;12419;1;30,00;10/05/2025;10;10/01/2025;10/01/2025;;;;31;1;133;20;20;0,00;1;2;5;0
1;5483;;;1;12241;2;150,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5483;;;1;12241;4;25,00;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5483;;;1;12241;4;0,01;10/05/2025;10;10/01/2025;10/01/2025;;;;117;1;133;17;17;45,00;1;2;5;0
1;4625;;;1;7843;2;195,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5486;;;1;12422;2;125,00;11/05/2025;11;10/01/2025;10/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5487;;;1;12257;2;125,00;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5487;;;1;12257;3;33,33;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5487;;;1;12257;1;200,00;10/05/2025;10;10/01/2025;10/01/2025;;;;31;1;133;17;17;0,00;1;2;5;0
1;2978;;;1;9426;1;50,00;23/05/2025;23;10/01/2025;10/01/2025;;;;4;1;133;22;22;45,00;1;2;5;0
1;5496;;;1;9613;3;91,78;10/05/2025;10;10/01/2025;10/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5496;;;1;9613;5;33,88;10/05/2025;10;10/01/2025;10/01/2025;;;;95;1;133;20;20;0,00;1;2;5;0
1;5448;;;1;12374;1;130,00;12/05/2025;12;12/01/2025;12/01/2025;;;;119;1;133;86;86;45,00;1;2;5;0
1;5449;;;1;12375;1;112,00;12/05/2025;12;12/01/2025;12/01/2025;;;;119;1;133;86;86;45,00;1;2;5;0
1;5452;;;1;12378;1;130,00;12/05/2025;12;12/01/2025;12/01/2025;;;;119;1;133;86;86;45,00;1;2;5;0
1;5476;;;1;12412;1;110,00;12/05/2025;12;12/01/2025;12/01/2025;;;;119;1;133;86;86;45,00;1;2;5;0
1;5463;;;1;12390;1;190,00;13/05/2025;13;13/01/2025;13/01/2025;;;;4;1;133;2;2;0,00;1;2;5;0
1;5471;;;1;12396;1;200,00;13/05/2025;13;13/01/2025;13/01/2025;;;;4;1;133;75;75;45,00;1;2;5;0
1;5493;;true;1;12429;1;140,00;13/05/2025;13;13/01/2025;13/01/2025;;;;119;1;133;21;21;45,00;1;2;5;0
1;5444;;;1;12371;2;89,95;14/05/2025;14;14/01/2025;14/01/2025;;;;4;1;133;60;60;0,00;1;2;5;0
1;5444;;;1;12371;3;0,01;14/05/2025;14;14/01/2025;14/01/2025;;;;95;1;133;60;60;0,00;1;2;5;0
1;5450;;;1;12376;1;300,00;14/05/2025;14;14/01/2025;14/01/2025;;;;4;1;133;60;60;0,00;1;2;5;0
1;5260;;;1;12178;1;250,00;15/05/2025;15;15/01/2025;15/01/2025;;;;116;1;133;90;90;0,00;1;2;5;0
1;5428;;;1;12358;2;64,95;15/05/2025;15;15/01/2025;15/01/2025;;;;4;1;133;29;29;45,00;1;2;5;0
1;5428;;;1;12358;1;160,00;15/05/2025;15;15/01/2025;15/01/2025;;;;18;1;133;29;29;45,00;1;2;5;0
1;5453;;;1;11839;1;120,00;15/05/2025;15;15/01/2025;15/01/2025;;;;18;1;133;17;17;0,00;1;2;5;0
1;5454;;;1;11840;1;120,00;15/05/2025;15;15/01/2025;15/01/2025;;;;18;1;133;17;17;0,00;1;2;5;0
1;5434;;;1;12363;1;0,01;15/05/2025;15;17/01/2025;17/01/2025;;;;131;1;133;30;30;0,00;1;2;5;0
1;5490;;;1;12426;1;150,00;18/05/2025;18;18/01/2025;18/01/2025;;;;4;1;133;16;16;45,00;1;2;5;0
1;4145;;;1;10755;1;1000,00;20/05/2025;20;20/01/2025;20/01/2025;;;;137;1;39;20;20;0,00;1;2;5;0
1;5484;;;1;12420;1;270,00;20/05/2025;20;20/01/2025;20/01/2025;;;;4;1;133;22;22;45,00;1;2;5;0
1;1439;1238;;1;6875;1;0,01;03/05/2025;3;20/01/2025;20/01/2025;;;;126;1;133;34;34;0,00;1;2;5;0
1;5506;;;1;10853;1;3000,00;27/05/2025;27;27/01/2025;27/01/2025;;;;137;1;39;20;20;0,00;1;2;5;0
1;5507;;;1;10563;1;3000,00;27/05/2025;27;27/01/2025;27/01/2025;;;;137;1;39;20;20;0,00;1;2;5;0
1;5508;;;1;9613;1;3000,00;27/05/2025;27;27/01/2025;27/01/2025;;;;137;0;;20;20;0,00;1;3;5;0
1;5508;;;1;9613;2;0,01;27/05/2025;27;27/01/2025;27/01/2025;;;;4;0;133;20;20;0,00;1;3;5;0
1;5507;;;1;10563;2;0,01;24/05/2025;24;27/01/2025;27/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5506;;;1;10853;2;0,01;27/05/2025;27;27/01/2025;27/01/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5522;;true;1;12450;1;140,00;27/05/2025;27;27/01/2025;27/01/2025;;;;119;1;133;21;21;45,00;1;2;5;0
1;5522;;true;1;12450;1;50,00;27/05/2025;27;27/01/2025;27/01/2025;;;;95;1;133;21;21;45,00;1;2;5;0
1;5506;;;1;10853;5;0,01;27/05/2025;27;27/01/2025;27/01/2025;;;;31;1;133;20;20;0,00;1;2;5;0
1;1289;17;;1;5169;1;160,00;30/05/2025;30;30/01/2025;30/01/2025;;;;18;1;133;18;18;45,00;1;2;5;0
1;2797;;;1;9201;10;0,01;30/05/2025;30;30/01/2025;30/01/2025;;;;95;1;133;10;10;0,00;1;2;5;0
1;5251;;;1;12173;1;500,00;30/05/2025;30;30/01/2025;30/01/2025;;;;130;1;39;60;60;0,00;1;2;5;0
1;4904;;;1;11797;2;75,00;02/05/2025;2;02/02/2025;02/02/2025;;;;116;1;133;30;30;28,00;1;2;5;0
1;5509;;;1;12436;3;91,67;02/05/2025;2;02/02/2025;02/02/2025;;;;4;1;133;30;30;28,00;1;2;5;0
1;5509;;;1;12436;3;50,00;02/05/2025;2;02/02/2025;02/02/2025;;;;95;1;133;30;30;28,00;1;2;5;0
1;5509;;;1;12436;1;50,00;02/05/2025;2;02/02/2025;02/02/2025;;;;124;1;133;30;30;28,00;1;2;5;0
1;2327;;;1;8632;1;40,00;02/05/2025;2;02/02/2025;02/02/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5475;;;1;11157;3;120,00;03/05/2025;3;03/02/2025;03/02/2025;;;;4;1;133;18;18;45,00;1;2;5;0
1;5475;;;1;11157;1;110,00;03/05/2025;3;03/02/2025;03/02/2025;;;;120;1;133;18;18;0,00;1;2;5;0
1;5475;;;1;11157;11;50,00;03/05/2025;3;03/02/2025;03/02/2025;;;;95;1;133;18;18;45,00;1;2;5;0
1;5475;;;1;11157;5;0,01;03/05/2025;3;03/02/2025;03/02/2025;;;;95;1;133;18;18;45,00;1;2;5;0
1;5475;;;1;11157;11;50,00;03/05/2025;3;03/02/2025;03/02/2025;;;;117;1;133;18;18;45,00;1;2;5;0
1;5475;;;1;11157;5;0,01;03/05/2025;3;03/02/2025;03/02/2025;;;;117;1;133;18;18;45,00;1;2;5;0
1;5491;;;1;12427;4;112,50;03/05/2025;3;03/02/2025;03/02/2025;;;;4;1;133;18;18;45,00;1;2;5;0
1;5505;;;1;12380;1;386,00;03/05/2025;3;03/02/2025;03/02/2025;;;;4;1;133;4;4;45,00;1;2;5;0
1;5505;;;1;12380;4;0,01;03/05/2025;3;03/02/2025;03/02/2025;;;;95;1;133;4;4;45,00;1;2;5;0
1;1439;1238;;1;6875;1;250,00;03/05/2025;3;03/02/2025;03/02/2025;;;;118;1;133;34;34;0,00;1;2;5;0
1;1439;1238;;1;6875;1;0,01;03/05/2025;3;03/02/2025;03/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;1439;1238;;1;6875;1;0,01;03/05/2025;3;03/02/2025;03/02/2025;;;;18;1;133;34;34;0,00;1;2;5;0
1;5512;;;1;12439;1;240,00;03/05/2025;3;03/02/2025;03/02/2025;;;;4;1;133;4;4;45,00;1;2;5;0
1;5512;;;1;12439;1;50,00;03/05/2025;3;03/02/2025;03/02/2025;;;;95;1;133;4;4;45,00;1;2;5;0
1;5391;;;1;12306;1;69,90;04/05/2025;4;04/02/2025;04/02/2025;;;;116;1;133;90;90;0,00;1;2;5;0
1;5488;;;1;12424;1;275,00;05/05/2025;5;05/02/2025;05/02/2025;;;;4;1;133;7;7;45,00;1;2;5;0
1;5488;;;1;12424;3;45,00;05/05/2025;5;05/02/2025;05/02/2025;;;;95;1;133;7;7;45,00;1;2;5;0
1;5504;;;1;12434;3;100,00;05/05/2025;5;05/02/2025;05/02/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5504;;;1;12434;8;31,25;05/05/2025;5;05/02/2025;05/02/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5504;;;1;12434;3;0,01;05/05/2025;5;05/02/2025;05/02/2025;;;;117;1;133;17;17;45,00;1;2;5;0
1;5504;;;1;12434;1;200,00;05/05/2025;5;05/02/2025;05/02/2025;;;;31;1;133;17;17;0,00;1;2;5;0
1;2852;;;1;9260;1;0,01;05/05/2025;5;05/02/2025;05/02/2025;;;;126;1;133;20;20;0,00;1;2;5;0
1;5515;;;1;12443;6;50,00;05/05/2025;5;05/02/2025;05/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;5515;;;1;12443;8;38,33;05/05/2025;5;05/02/2025;05/02/2025;;;;95;1;133;34;34;0,00;1;2;5;0
1;5515;;;1;12443;4;0,01;05/05/2025;5;05/02/2025;05/02/2025;;;;117;1;133;34;34;0,00;1;2;5;0
1;3433;;;1;10057;2;0,01;05/05/2025;5;05/02/2025;05/02/2025;;;;120;1;133;20;20;0,00;1;2;5;0
1;5425;;;1;12353;1;0,01;05/05/2025;5;05/02/2025;05/02/2025;;;;95;1;133;22;22;0,00;1;2;5;0
1;5528;;;1;12457;5;89,80;07/05/2025;7;07/02/2025;07/02/2025;;;;4;1;133;21;21;45,00;1;2;5;0
1;5385;;true;1;12301;1;150,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;20;20;80,00;1;2;5;0
1;5422;;;1;12348;1;100,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5458;;;1;12384;2;160,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;30;30;28,00;1;2;5;0
1;5458;;;1;12384;1;160,00;10/05/2025;10;10/02/2025;10/02/2025;;;;31;1;133;30;30;28,00;1;2;5;0
1;4949;;;1;11848;1;160,00;10/05/2025;10;10/02/2025;10/02/2025;;;;31;1;133;30;30;28,00;1;2;5;0
1;5495;;;1;12182;1;300,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;5495;;;1;12182;1;70,00;10/05/2025;10;10/02/2025;10/02/2025;;;;31;1;133;34;34;0,00;1;2;5;0
1;5498;;;1;9094;1;200,00;20/05/2025;20;10/02/2025;10/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;5499;;;1;12297;1;336,22;30/05/2025;30;10/02/2025;10/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;5500;;;1;12294;1;240,64;20/05/2025;20;10/02/2025;10/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;5501;;;1;5252;1;200,00;20/05/2025;20;10/02/2025;10/02/2025;;;;4;1;133;34;34;0,00;1;2;5;0
1;5500;;;1;12294;1;0,01;20/05/2025;20;10/02/2025;10/02/2025;;;;126;1;133;34;34;0,00;1;2;5;0
1;5500;;;1;12294;1;252,62;20/05/2025;20;10/02/2025;10/02/2025;;;;116;1;133;34;34;0,00;1;2;5;0
1;5502;;true;1;12432;1;99,90;10/05/2025;10;10/02/2025;10/02/2025;;;;140;1;133;60;60;80,00;1;2;5;0
1;5503;;;1;12433;1;100,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5503;;;1;12433;2;50,00;10/05/2025;10;10/02/2025;10/02/2025;;;;95;1;133;20;20;0,00;1;2;5;0
1;5503;;;1;12433;1;150,00;10/05/2025;10;10/02/2025;10/02/2025;;;;116;1;133;20;20;0,00;1;2;5;0
1;5503;;;1;12433;1;260,00;10/05/2025;10;10/02/2025;10/02/2025;;;;31;1;133;20;20;0,00;1;2;5;0
1;5510;;;1;12437;1;99,00;10/05/2025;10;10/02/2025;10/02/2025;;;;140;1;133;90;90;0,00;1;2;5;0
1;5513;;;1;12258;1;250,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;17;17;45,00;1;2;5;0
1;5513;;;1;12258;3;33,33;10/05/2025;10;10/02/2025;10/02/2025;;;;95;1;133;17;17;45,00;1;2;5;0
1;5513;;;1;12258;3;0,01;10/05/2025;10;10/02/2025;10/02/2025;;;;117;1;133;17;17;45,00;1;2;5;0
1;5514;;;1;12442;1;149,80;10/05/2025;10;10/02/2025;10/02/2025;;;;140;1;133;60;60;0,00;1;2;5;0
1;5519;;;1;12447;1;110,00;10/05/2025;10;10/02/2025;10/02/2025;;;;119;1;133;24;24;30,00;1;2;5;0
1;5521;;;1;12449;1;100,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;20;20;0,00;1;2;5;0
1;5521;;;1;12449;1;140,00;10/05/2025;10;10/02/2025;10/02/2025;;;;31;1;133;20;20;0,00;1;2;5;0
1;5532;;;1;12460;1;249,00;10/05/2025;10;10/02/2025;10/02/2025;;;;4;1;133;16;16;45,00;1;2;5;0
1;5452;;;1;12378;1;70,00;12/05/2025;12;12/02/2025;12/02/2025;;;;95;1;133;86;86;45,00;1;2;5;0
1;5452;;;1;12378;3;0,01;12/05/2025;12;12/02/2025;12/02/2025;;;;95;1;133;86;86;0,00;1;2;5;0
1;5494;;;1;12430;1;200,00;12/05/2025;12;12/02/2025;12/02/2025;;;;4;1;133;75;75;45,00;1;2;5;0
1;5527;;;1;12456;2;175,00;12/05/2025;12;12/02/2025;12/02/2025;;;;4;1;133;16;16;45,00;1;2;5;0
1;5527;;;1;12456;2;50,00;12/05/2025;12;12/02/2025;12/02/2025;;;;95;1;133;16;16;45,00;1;2;5;0
1;5451;;;1;12377;1;79,90;14/05/2025;14;14/02/2025;14/02/2025;;;;4;1;133;60;60;0,00;1;2;5;0
1;5451;;;1;12377;4;50,00;14/05/2025;14;14/02/2025;14/02/2025;;;;95;1;133;60;60;0,00;1;2;5;0
1;5451;;;1;12377;1;30,00;14/05/2025;14;14/02/2025;14/02/2025;;;;31;1;133;60;60;0,00;1;2;5;0
1;5451;;;1;12377;2;50,00;14/05/2025;14;14/02/2025;14/02/2025;;;;117;1;133;60;60;0,00;1;2;5;0
1;5451;;;1;12377;2;0,01;14/05/2025;14;14/02/2025;14/02/2025;;;;117;1;133;60;60;0,00;1;2;5;0
1;998;1908;;1;8075;4;50,00;14/05/2025;14;14/02/2025;14/02/2025;;;;95;1;133;34;34;0,00;1;2;5;0
1;5260;;;1;12178;1;50,00;15/05/2025;15;15/02/2025;15/02/2025;;;;124;1;133;90;90;0,00;1;2;5;0
1;41;222;;1;7202;2;50,00;15/05/2025;15;15/02/2025;15/02/2025;;;;95;1;133;30;30;28,00;1;2;5;0
1;41;222;;1;7202;2;0,01;15/05/2025;15;15/02/2025;15/02/2025;;;;95;1;133;30;30;0,00;1;2;5;0
